recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,deck_playtime_at_review,last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,developer_response,timestamp_dev_responded,primarily_steam_deck
195373004,76561198247392730,0,17,210,0,210,,1747863845,english,"The game just throws swarms of enemies at you like a blender, i thought it would be better since when i beat it when it first launched, but the game still feels like it hates the player.",1747863961,1747863961,False,3,0,0.51021963357925415,0,True,False,False,,,False
195364737,76561198052757712,35,1,4672,0,2111,,1751493894,russian,"Насколько была гениальная первая часть - настолько дерьмо вторая. Абсолютный дисбаланс. Большую часть времени вы будете лежать на полу и вас будут избивать.

Возможно вам покажется классной идеей играть через легкие доспехи - тогда вас будут убивать с одного тычка. Иногда рядовые мобы страшнее боссов - спамят атаками без продыху.

А ход с телепортом магов - просто затягивание игры. Очень весело скакать по всей  локации ради пары ударов боссу - а главное хрен пойми зачем.

Механики вообще не объясняются - вот собираю я ягоды - а зачем?

Ждем обновлений",1747854512,1747854512,False,2,2,0.516129016876220703,0,True,False,False,,,False
179799173,76561197998598944,2222,1366,818,0,818,,1759708651,english,"My wife and I sank 14 hours into Salt and Sacrifice, and for a while, we were convinced we’d found the perfect co-op Soulslike follow-up to Salt and Sanctuary. The combat? Excellent. Tight, weighty, satisfying. We were having a blast carving through mobs, exploring the beautifully miserable world, and working together to take down horrific mage bosses. What could go wrong?

Well, the actual game design, it turns out.

The central mechanic is built around “named mage hunts.” To progress, you need to be on an official hunt. That’s right—not just find a boss and beat it—no, no. You have to apply to murder them first. If you stumble across one of these monstrosities and defeat it without starting the formal hunt? Congrats: you just wasted your time.

So picture this: you clear an area, fight your way past traps, annoying respawns, and multiple grueling boss fights. You finally kill a major boss—and the game says, “Oops, that one doesn’t count. You weren't on the clock.”

We killed four different bosses like this. Four. That’s a lot of controller-clenching effort to be met with a shrug.

The result is that progression becomes a cruel joke. You'll spend half your playtime backtracking through zones you’ve already explored, desperately trying to find a hunt trigger so that this time, your suffering will actually matter. There’s no graceful flow from one zone to the next, no sense of rhythm—just endless interruptions and invisible hoops to jump through.

We hit a point where game night became more about getting annoyed than getting anywhere. So we stopped. Not because the enemies were too tough or the mechanics too complex—but because the game seemed to actively resent us for trying to play it.

In short: Salt and Sacrifice has great bones, but it wraps them in a frustrating, opaque, progress-throttling loop that made us want to uninstall rather than persevere. We came for the co-op Soulslike experience and stayed just long enough to realize this one needed more time in the cauldron.",1732553736,1747793121,False,20,3,0.628263950347900391,0,True,False,False,,,False
195262522,76561198021590586,0,5,791,0,791,,1747732601,english,"there too many translate or input error in this game. 
like level up on a keyboard it said to click attack button, but it really was ""jump/space"" button. 
like if you click to level your skill in skill tree, you will auto use all your skill point on to one passive point, but you really want to add only one point to it, should really rework on that, even refunding skill point sometimes didn't refund the skill point, wasting your refund skill points, (rip that 4 level up)
feel is this game is not meant for keyboard and mouse. 

the only fun about this game, 
the combat is really fun. 
game not hard.",1747733161,1747733203,False,5,0,0.515113115310668945,0,True,False,False,,,False
195244349,76561197996112430,516,23,2146,0,2146,,1746024641,spanish,"Un juego bueno aunque esperaba más de el pues porque disfrute mucho del Salt and Sanctuary; dicho esto el juego es bastante entretenido aunque más adelante en el juego este se convierte en uno donde te quitan demasiado los jefes y por mi parte busque ganar haciendo el suficiente daño para matar al boss antes de que se me terminen las pociones. La atmosfera es buena, se siente muy bien y la musica acompaña bastante bien. Por otra parte el tema de los magos se vuelve algo bastante repetitivo lo que sinceramente le resta muchisimo al juego. Aun recuerdo despertarme temprano antes de ir a trabajar para poder jugar un poco de Salt and Sacrifice pero llegado al pantano como que el juego comenzo a perder bastante gusto pues ya comienzas a ver los patrones y como que los enemigos tampoco tienen gran variedad. Las zonas normalmente tienen un tipo de enemigo comun que va a ser el que la bruma corrompera cuando inicies una cazeria de magos; un enemigo pesado comun y de vez en cuando hasta 2 enemigos diferentes más por zona; donde si encuentras variedad es en los enemigos invocados por los magos aqui si hay muchisima variedad pero es una lastima que casi no se aprovechan pues estos aparecen en medio del caos que es una caceria de magos. El juego se disfruto pero lamentablemente a la mitad se convierte en un juego un poco monotono que es salvado por su atmosfera.",1747699871,1747699871,True,0,0,0.5,0,True,False,False,,,False
195167074,76561198018548028,0,11,1716,0,1715,,1756453224,dutch,"Compared to the first game, I think visuals have vastly improved, especially since it's not as drab and extremely dark anymore (to the point of inhibiting gameplay in the first game). The mage hunts (and mage bosses in general) are a pretty nice mechanic, and the ""normal"" bosses are mostly good. My biggest problem is build variety :  while the addition of runic arts (think AoW from elden ring/ Weapons arts from ds3) is definitely nice, I'm not the biggest fan of how this (essentially) replaces the spells from the first game. However, we get a pretty nice ranged weapon mechanic and plenty of consumables to padd it out, so the loss isn't too great. 

Other problems I had were the fact you constantly get thrown around by nearly every enemy attack unless you're wearing heavy armour, flying enemies clipping through walls or being just outside my ranged arc of fire, and enemies often camping on the sides of platforms, making climbing on impossible (due to said volleyball effect). 

The lore... if you're looking for a (obvious) connection to the first game, you'll probably be disappointed. However it is told to you (mostly) more directly which is pretty nice, though I didn't feel what the implications of both ending choices were even after making them.

Would recommend to souls/hollow knight etc. fans, but who am I kidding, anyone who wants to play this probably has over 200 hours in that type of games anyways (otherwise idk how you came here)",1747593058,1747593058,True,0,0,0.5,0,True,False,False,,,False
195038936,76561199098695012,135,4,1942,0,1070,,1758922459,brazilian,"Joguei primeiro o Salt and Sanctuary, e depois vim pra esse. A mudança é bem no visual e no gore (aqui ele é menor). O jogo é mais colorido que o primeiro e traz uma mecânica de ""farmar"" os bosses. Eu gostei do jogo e recomendo pra quem quer jogar um soulslike mas não quer gastar R$200 no Dark Souls ou Elden Ring. E recomendo jogar Salt and Sanctuary também.",1747439207,1747439207,True,0,0,0.5,0,True,False,False,,,False
195020734,76561198073843570,0,100,2771,0,1559,,1747863553,english,"Its not exactly like the first game, but still just as enjoyable. Has some monster hunter elements to it. Has a better flow to it than the first game.",1747417932,1747417932,True,5,0,0.508130073547363281,0,True,False,False,,,False
194872533,76561198426026976,366,28,4769,0,2614,,1756451286,english,"Fix your game. I finished it for the second time and got the good ending (it was the one I was missing) and it still locked me into ng+. The patch notes lied. At least fix that it was over a year ago that those patch notes happen. FIX THIS
",1747219136,1747219136,False,2,0,0.483174055814743042,0,True,False,False,,,False
194757349,76561199026614102,230,21,185,0,185,,1747060834,schinese,无聊，真的无聊，刷材料全是马拉松，打boss都是绕背三板斧，篝火没传送，天天从那几个火开始跑熟烂的路，地图设计也没一代水准，好地图应该柳暗花明又一村而不是直上直下一个梯子捷径，一个游戏可以设计史，但玩困了是真的垃圾,1747061519,1747061519,False,6,0,0.58341747522354126,0,True,False,False,,,False
194719569,76561198813721933,181,16,1865,0,1861,,1747003596,english,a good sequal for a good game,1747003574,1747003574,True,3,0,0.464379936456680298,0,True,False,False,,,False
194577902,76561199199564746,93,6,2050,0,124,,1755882446,brazilian,"Eu já vinha olhando esse jogo a um tempo pensando se seria bom, as outras avaliações não me ajudaram mas eu comprei, e não me arrependo o salt and sacrifice é diferente do salt and sanctuary, graficos jogabilidade objetivos muita coisa mudou e na minha visão na maioria dos aspectos para melhor, tem um pouco de grind mas é toleravel, simplesmente muito bom se for comprar lembre-se que ele é diferente, apenas",1746844649,1746844649,True,1,0,0.523809552192687988,0,True,False,False,,,False
194334847,76561198432516426,0,48,2662,0,2662,,1746761501,schinese,"游戏有严重BUG，有不明机制会导致法师BOSS及其召唤物的 攻击力 血量 及 攻击频率 翻倍……

玩过就可以理解为什么评价如此低了，制作组确实擅长搞心态，我是因为一代玩的很开心忽略评价入手的二代。
且不说发售的独占问题纯属脑子有包，游戏本身倒是还凑合，可惜很多设定上不合理到离谱。

游戏画面灰暗过度，特效雾气缭绕，怪和物品时常看不清……更别说陷阱了。
韧性系统莫名其妙，击飞距离堪称火箭上天，且经常被空中连死，这个击飞距离确实太不合理了。
怪物韧性高到没边，大型锤棒类武器几乎直接废了。
制作组很擅长浪费游玩时间，从游戏看门怪前的动画无法跳过到法师追逐战毫无必要的切换次数，这些并没有难度和乐趣，就是单纯为了搞心态的设定数不胜数。

目前评价还是太高，多半差评才是这个游戏的最终归宿。",1746513014,1746771830,False,0,0,0.5,0,True,False,False,,,False
194381154,76561198358168118,468,77,739,0,703,,1746872029,english,"It's not the formula that I want, very different from the predecessor of this game.",1746575221,1746575221,False,9,1,0.549432158470153809,0,True,False,False,,,False
194269284,76561198109328732,256,44,1080,0,980,,1746751682,brazilian,"Jogo viciante, permite builds diferentes e da em cooperativo. Recomendo se tiver um amigo para jogar junto.",1746424933,1746424933,True,0,0,0.5,0,True,False,False,,,False
193996659,76561198983719601,0,8,4750,0,4748,4748.0,1771522409,english,"The game runs great, looks even better. The build diversity is refreshing and appreciated. Magic is tied to weapons which I appreciate. Sadly, the game-play loop can get tiring at times (mage hunts grind for monster drops and gear ad infinitum). Exploration items have limited combat application and the story felt inconclusive and unsatisfying. Although I am the type of gamer that gets hooked on repetitive gameplay loops and grinding, so this aspect is a positive for me. Would love to see this formula polished for a future title. 7/10 from me.",1746124588,1746124588,True,3,0,0.523809552192687988,0,True,False,False,,,True
193961602,76561198314604607,0,502,382,0,206,,1751268810,russian, ⠀,1746089793,1746120932,True,1,0,0.523809552192687988,0,True,False,False,,,False
193931824,76561198315440522,0,110,1135,0,1135,,1746045190,english,"What an absolute disgrace of a ""sequel"". If I wanted to play Monster Hunter, I'd play Monster Hunter. I want to play a proper sequel to Salt and Sanctuary, and this ain't it, chief. Everything that made the original great is gone. The character progression is simplified, as is the combat system, melee and ranged weaponry, and magic also. What it became instead is a blatant grindfest and pointless running around the map after the ""mages"". The latter are supposed to be the bosses of the game, but nothing about them that matters is unique. They're nothing like the bosses in the original that were memorable and creative. Here it's just a bunch of giant dudes in varying types of rags who have 5 or so attacks.

To make the game more ""engaging"" the developers have turned it into a numbers game. It's no longer a soulslike, but a very straightforward RPG in which your equipment and stats do most of the work for you. Only the game doesn't tell you what level you should be to take on this or that ""boss"". So it could be that you're chasing a ""nameless mage"" around a map for 15 minutes only to die to him during the actual showdown, in one hit wearing upgraded heavy armor.

I've never played any Monster Hunter games, but it being a very beloved series I'm sure it's leagues better than this in what amounts to its core game loop and main selling point. To me it seems like the developers liked Monster Hunter and in their infinite wisdom decided to asset flip the original Salt and Sanctuary into a poor copy because ""wouldn't that be cool"". No. No, it wouldn't.

Everything in this game is secondary to that aforementioned game loop, and for the love of me I cannot understand why it had to be so. What's the point chasing the idiot ""mages"" around the map if in the end you still need to fight them in a very small, flat and artificially narrowed arena? It gets old in the very first level of the game already after the first time you've done it. It's wasting your time in more ways than one.

Technically the point of this Benny Hill charade is to farm crafting mats to get gear that you then use to fight other bosses. Okay, fine, so far so good right. In its very basics perhaps, but once you get into the very fray it all falls apart by the time you reach the third level of the game. There's 8 upgrade levels to every piece of equipment. Bosses have elemental weaknesses and resistances and do elemental damage themselves. Basically you're incentivized to have at least 6 specialized sets of armor and weapons to cover all your bases in that regard. This is where the mindnumbing amount of grinding comes in. Drops are of course randomized, so prepare to spend dozens of hours farming upgrade materials. They differ by elements too by the way. So even more grinding.

The next major issue is that different types of weapons have different types of elements, and not all bosses can be used to craft the weapons that you use. I was using katanas and throwing knives and after defeating a dozen bosses I only had 4 of them. It's impossible to have a level 5 katana with every element, I'm sorry, but why not? Diablo II had this 25 years ago, but you can't have it?

Again, none of this would be an issue if it were a soulslike like the original, but it's not. The point of the game is to optimize equipment, and you can't do that because you'll be focusing on one weapon type, maybe two as weapons are stat dependent. To add insult to injury, armor is also divided into light and heavy, meaning half the time you won't be getting new armor from a boss. What a clown show.

It's like this game wants to have its cake and eat it too. It wants to be Salt and Sanctuary, but also be its complete opposite. A lazy opposite as well. Spells are boring and are weapon dependent. Most weapons feel the same and are not fun to play at all. The projectile weapons are all literally the same, and the only thing they differ in is how fast you can use them. I chose knives because you can spam them. That was the sole consideration. Also they took out guns from the game. Why? What did the guns do to you? Are you some kind of a gun hating liberal? Brrrrrrrr...

I have no idea how this franchise went from one of the best games I've ever played to one of the worst in just one game. What were they thinking? Salt and Sanctuary had an identity. It had clarity of vision. It had amazing gameplay and atmosphere and was extremely well designed from start to finish. On the contrary Salt and Sacrifice feels like an undead impostor wearing the skin of the original. It's dead inside, and I feel dead inside after giving it 20 hours of my time, give or take.

I'm glad I bought it on a very generous sale, as I've definitely gotten my money's worth out of it, but on the other hand I've been left feeling profoundly disappointed and befuddled by having played it. Engage only out of morbid curiosity, and on deep sale alone. Salt and Sacrifice is hereby bestowed upon with my highest [b]game undesign[/b] seal of disapproval. What an absolute shame.",1746047992,1746048742,False,39,0,0.647283613681793213,0,True,False,False,,,False
183672321,76561198136946690,172,40,2447,0,2445,,1746045837,english,"Finished it. TWICE, still don't think it deserves a good review. 
Still go buy the first one instead of this one",1735148544,1746045692,False,6,0,0.462416231632232666,0,True,False,False,,,False
193736587,76561199499309692,57,11,1920,0,1877,,1771676415,russian,"Эта игра не так уж хороша, как Salt and Sanctuary, но тоже неплохая)",1745787378,1745859578,True,2,0,0.539951622486114502,0,True,False,False,,,False
193689677,76561198895329218,0,39,662,0,187,,1750841830,koreana,1이 명작,1745742335,1745742335,True,0,0,0.5,0,True,False,False,,,False
193604338,76561198316893724,167,7,219,0,219,,1699692191,schinese,make more game plz,1745646652,1745646652,True,1,0,0.523809552192687988,0,False,False,False,,,False
150368979,76561199026463124,119,20,850,0,850,,1745419499,schinese,首先，开发者已经完全抛弃这个B游戏了，所谓的浮空保护，在第一张地图打深水怪的时候依然存在被空中连击，我可以说这一部完全是屎，屎中屎。其次，这一部的休息点不管什么时候都需要重新跑图点！是的，重新激活复活点！这就意味着每次重新追杀一个法师都需要跑图！！！！！还有就是这一步的地图是斜视角，很多时候根本不知道能不能跳上去。然后就是这一代的战斗了，依然垃圾，武器种类是多，但是不管什么时候小怪永远都是零帧起手，从你看见他开始，他就已经开始准备冲刺和攻击了！而且这一代韧性就像不存在的一样，不管什么怪都能随时随地任何一个攻击都能随便打断你的攻击！！！！！接下来是攻击开发者的话：死吗玩意，退钱！！！！！！！！！！！！！！！,1700326507,1745420081,False,0,0,0.5,0,True,False,False,,,False
193326545,76561198892957025,407,21,1937,0,1833,,1745414594,schinese,史,1745317276,1745317276,False,1,0,0.507987260818481445,0,True,False,False,,,False
193277073,76561198033719907,0,5,3014,0,3014,969.0,1745251739,english,"I really tried to like this game, but the frustration it causes is unbearable, this game just fails to be fun.

Hidden traps... not fun, really this mechanic is make you ""jumpscare"" once, but after that, it is just annoying.

The mage system is cool, gathering to craft new equipments... anyway cool. But the mages, by the end of the game they are unbalanced and annoying so... it kinda messes the system that would be good.

Bosses in general are unbalanced by the end of the game, big hitters, small windows to attack.

Anyway, the frustration is more present than the reward it gives... just a frustrating fame.",1745252732,1745252732,False,8,2,0.565206348896026611,0,True,False,False,,,False
193266250,76561199021522332,265,14,2340,1,1462,,1775043575,russian,10 скрытых тыквошлемов из 10,1745243352,1745243352,True,1,0,0.523809552192687988,0,True,False,False,,,False
193198572,76561198369064658,0,8,3062,0,3062,,1745164435,schinese,"典型的步子迈的太大，看得出来制作组在学习怪猎，想法有可取之处，但执行的不行。结果既没了前作地图探索的乐趣，新玩法也和怪猎相差甚远，法师刷起来像便秘，又臭又长。唯一的亮点是战技系统，相比前作“大剑与黄金酒”，本作各类武器都有可玩的选择。到后期我的游玩动力基本只剩下体验不同的武器，最后用电锯过了最终boss，锯的非常爽。
前作我也玩过，地图探索出众而战斗内容丰富度不足，总结就是好玩但不耐玩。可以设想如果本作能进一步丰富前作玩法，把怪猎玩法作为支线加入，逐步探索两者的结合和取舍，下一作再尝试转型，游戏评价可能好很多。
最后说一句，我非常讨厌在boss战中加入小怪和机关，好好设计boss，少整这些恶心人的东西",1745166209,1745166209,False,4,0,0.55740278959274292,0,True,False,False,,,False
193151973,76561198177977077,292,19,3778,1436,1816,,1775976964,russian,"Salt and Sacrifice игра, которая показывает почему гомосексуальные отношения это плохо. Да, я украл эту шутку из ролика ixbt, но черт возьми в данной шутке лишь доля шутки. 
Первая часть Солевых приключений была реально классной игрой: да были минусы, да неидеальна, да Человеческое дерево - но вот была в ней душа, которую я увидел и мне нравилось играть. Вторую часть я ждал, пытавшись не обоссаться  под себя, ибо я когда увидел, что в игре будет нормальный кооператив... ну тут просто было взрывоопасное возбуждение. Однако беда не приходит одна: релиз в Ebik Games... ну ладно мы уже хавали это с Даркестом 2 и Хейдесом, но вот че-то меня дернуло купить игру на зеленом сайте под определенным парусом. Пожалуй это было одно из самых умных решений в моей жизни: я пытался 2 раза игру пройти и дропал со словами: ""Кал"". Но тут я решил разделить ""удовольствие"" со своим другом и спасибо ему огромное, без него я бы никогда не прошел этот игросодержащий продууууууукт.
С чего начать: ну с боевки - как по мне упростили, но особой разницы по сравнению с первой частью я не заметил, да заджаглить теперь досмерти не получится ну и пусть. Зато теперь все персонажи маги, потому как в оружии есть руны - это ваши спелы, и оно есть во всех оружиях... во всех... 
Про оружие получилось типикал ситуация как в соулсах: есть пушки, которые с боссов делаются, а есть оружия из ковенантов (и они реально мощные). С оружием из ковенантом мне не оч понравилось, в первой части на моей памяти такой вещи не было - любое оружие можно затрансмутить из душ боссов либо каких-либо расходников.
Визуал стал каким-то мультяшным, но да ладно я не Ваномас и в целом на графон мне все равно. Но есть такое послевкусие в виде белой вязкой жижи во рту от визуала 2й части, ведь визуал 1ой части был куда мрачнее и запоминающее.
Платформинг... Я блин не люблю метроидвании, и в первой части с платформингом было все плохо - считаю что это было самой слабой частью игры. Тут же... платформинг просто отвратительный. Я играл на клаве и мне было +- ок, но частенько тупорылый крюк-кошка не регал, а вот эти трусы на которых летаешь это просто такой рак, что я хз кому вообще это дерьмо нравится. Мой друг, что на гейпаде играл ОСОБО ""полюбил"" этот вонючий платформинг.
Аналог Человеческого Дерева. Я хз как можно было сделать самого ублюдского босса из 1й части еще хуже. Желаю тому кто его придумал пройти курсы cbt, он это заслужил.
Ну и в конце поясню шутку из начала обзора: разрабы 1й части были муж и жена, но на момент создания 2й части они развелись и мужик нашел себе другого мужика и вот уже 2 голубка делали этот каловый гем.",1745115896,1745116015,False,21,4,0.646964967250823975,1,True,False,False,,,False
193037127,76561199148777394,0,8,1648,0,1427,1025.0,1748819522,english,Good Stuff,1744997975,1744997975,True,1,0,0.461095094680786133,0,True,False,False,,,True
193033123,76561198291429177,346,6,569,0,569,,1744994419,schinese,小怪人均韧狗，那我问你，为什么我随便被打一下就飞了几十米远？为什么我会被压起身一套带走？垃圾游戏，纯纯坐牢，喂玩家吃屎，制作者去吃屎吧！,1744994646,1744994646,False,4,0,0.539693892002105713,0,True,False,False,,,False
192976266,76561199700249644,0,3,1506,0,1506,,1744929654,brazilian,Quem gostou do primeiro vai gostar desse(embora o primeiro seja melhor),1744929701,1744929701,True,0,0,0.5,0,True,False,False,,,False
192914693,76561198361974729,386,36,1652,0,1652,196.0,1744861836,schinese,肾虚残疾人大战拳皇泰森,1744861996,1744861996,False,6,1,0.575236916542053223,0,True,False,False,,,False
192838452,76561198850356459,227,23,2548,0,2548,,1744483969,brazilian,"7/10
Jogo bom, mas facilmente enjoativo. Toda aquela repetição de caçar os magos deixa um pouco a desejar. Não tem chefões memoráveis, apesar de ter o mesmo sistema e ambientação do primeiro jogo.
Igual ao primeiro, não tem um mapa. Mas nesse aqui é de f*der, você tem que ficar voltando nas áreas do jogo o tempo todo e sem saber pra onde tá indo. Haja paciência.
Particularmente, como uma proposta de continuação do primeiro jogo, esse jogo é brochante e, de certo modo, decepcionante. É melhor vê-lo como um ""spin-off"" a uma continuação.

Me apossando da fala do texugo de pica-pau, eu expresso meu sentimento ao primeiro jogo: Salt and Sanctuary.
""Eu já disse... nada supera, nada chega tão perto da perfeição! Quantas vezes eu vou ter que dizer? Põe isso na cabeça! É o melhor! É a minha grande paixão.""",1744767468,1744767468,True,0,0,0.5,0,True,False,False,,,False
179122095,76561198967283990,197,28,2171,0,2171,,1744443097,english,"So I have returned and beaten the game. I'm going to go over what I do and don't like etc. yada yada. 

I will note I have a max level character, gotten all but one achievement related to the ending between two choices, and last I farmed the covenant items offline as sadly the multiplayer is pretty dead.This is also in a random order I'll mention what i disliked most in the write up.

The Do's
------------
#1. Color palette and art design is top notch. I love the designs more than in Sanctuary. The colors pop, background objects are well defined, rarely repeats too often,  aesthetic wise clothes and armor feel more visually appealing. especially the royal outfit.

#2. The story is very very good. It is a prologue which at first wasn't very clear to me. That being said I won't spoil anything but suffice to say I enjoyed the new lore and am happy that I saw it all for myself. What was funny was I didn't realize we were elves well Sylvann and was wondering why my ears looked so off.

#3. I'm glad we have a designated hub zone where in ng+ the covenants stay around you don't have to find them all again. I also appreciate that you can farm the tokens for covenants because the multiplayer is sadly mostly dead. You get an invader here and there, maybe.

The Do Not's
------------
#1. The combat system. First i find the limited access to ranged compared to sanctuary both annoying and sad. In sanctuary we had guns, bows, crossbows, and magic. You could change ammo, had quite a few spells which were assigned to the hot bar. In Sacrifice you lose all of that mostly.

You get designated spells for certain staves. So no more customization you better hope to have what you need available in what staves you have on hand or get good at quick swapping. No guns no gun-blades either.

Bows and crossbows get a certain number of shots and can be refilled to a max of 30 from iron ore. keep 30 on hand and get more laying around harvesting stuff. I just find it silly to more or less kill range builds. You might ask why this change? We'll get to that.

Juggle and stagger even in max heavy armor with poise capped out almost and you'll still be staggered left and right. Sometimes they'll keep you in a juggle till death because the game has almost no iframes or reprieve period. And because almost every boss is spamming AoE or using very wide sweeping attacks and blocking is useless you better get good at either rolling or parrying as that's it. Shields feel very gutted compared to sanctuary.

#3. I'll just say it here most hated of the ""Do Not's""
------------
The game wanted to be a Monster Hunter clone so bad. Look I love MH: Worlds (haven't played Wilds yet) it's an awesome game in it's own genre. It is not a souls like game however. The games first iteration was an awesome 2D souls like. it had charm, it was gritty, fun builds, etc.

Sacrifice added Mage Hunts. They summon adds non-stop, they will teleport to what I call 4 ""fake arenas"" where you smack them around, they summon adds, and they teleport away those 4 times before finally becoming vulnerable.

You see the issue is this game has a ton of climbing and verticality to it. So getting staggered/thrown off, and chasing something around and fighting all the maps adds and mages summons only to say get bonked off and die to fall damage is very very annoying. It does't sound fun when every boss fight is a Micolash from Bloodborne mixed with a horde out to get you.

These mages are essential to the story. Sadly another issue is there are close to 20 or so of them and they are all the same thing just different skins based on various elements, monsters, etc. You have to hunt them down for gear too! And just like MH you have to keep farming them if you don't get what you want. Oh also other mages will show up and summon stuff too. So have fun. Absolutely the worst addition to the game. They also make up like 98% of the boss roster which got very repetitive very quicky.

#4.
------------
Map design is confusing more than the first title and it's also no longer one interconnected world it's all sectioned off via a gate I'm guessing this is more similar to Demon Soul's (never played it) where you pass through these gates to get to different large areas. I found it rather boring I also did not care for obelisk system as it was like bonfires but only certain ones act as travel points and honestly I miss the shrines but I'm not sure how it would work with a hub world.

#5.
------------
Some of the weapon abilities are downright trash and others are really really good. I also found that if you aren't using a weapon with good runes or abilities you are better off using pure strength weapons because you can actually stagger back and keep them at bay a little. I found this to be limiting and I missed using one handed weapons and they're too short unless I'm hugging them.

The Over All
------------
While I loved the look of the game I can't say I'd ever recommend this title to anyone. I want to like it I really do but the limitations versus Sanctuary's arsenal, the enemies all staggering/juggling you constantly even with heavy armor/high poise, the incredibly repetitive and boring mage hunts you have to do (btw thy're also nameless versions to do too enjoy the same boss fight againx40), the grappling hook being finicky or the weird sail thing causing me to fall despite activating it in the air stream causing me to die, the lack of a interconnected world.

Over all I'll lower my score due to how bad and how repetitive the mage hunts were. I give it a 5/10 instead of a 6. This games is maybe average and sadly I 'd only ever get this if it was very very cheap or you are a die hard fan of Salt games by Ska Studio.",1731738427,1744758604,False,7,1,0.525256156921386719,0,True,False,False,,,False
192801526,76561198160191184,0,13,1698,0,1531,28.0,1744786086,schinese,"游戏设计的失败，只能用难度拙劣的去掩盖。本质其实就是一个既不好玩，设计也不合理的游戏。
几张毫无关系的章节地图联系在一起，玩起来乏善可陈，越到后期难度越是诡异。
别买，我买了很久，强忍着通关，和盐与避难所来说，差太多了。",1744727817,1744727817,False,4,0,0.518875479698181152,0,True,False,False,,,False
192759829,76561198406340532,0,10,1603,0,1603,,1744665858,spanish," Es bueno pero le falta la esencia del primero, donde tiene muchos jefes de diferente tiene uno y un monton de los mismos magos",1744665999,1744665999,True,2,0,0.538461565971374512,0,True,False,False,,,False
192753438,76561199597315390,0,4,2184,0,2184,,1744657060,russian,"Игра интересная , но местами душная . Если любите постоянно бегать по локациям , добро пожаловать...",1744659201,1744659201,True,0,0,0.5,0,True,False,False,,,False
192745228,76561198121006913,0,13,1954,0,1951,,1748099693,french,"On perd littéralement tout le charme que faisait Salt And Sanctuary. Le jeu en soit est pas mauvais, mais comparé à son grand frère il est tellement décevant. 

La chasse des mages (qui font office de boss) auraient pu être intéressante, mais sur le long terme ça en devient lourd. Les mages utilisent des patterns plus ou moins similaire si on oublie l'éléments qu'ils maîtrisent.
La physique des coups est assez chelou également. La moindre attaque d'un mobs ou d'un boss, nous envois valdinguer à travers le décor de façon assez incompréhensible.  

Je suis déçu de cette ""suite"" car c'était un jeu que j'avais attendu. 

",1744650967,1744650967,False,2,0,0.523809552192687988,0,True,False,False,,,False
192620806,76561198836006636,0,3,1708,0,1708,,1744500571,brazilian,"Eu gostei do jogo, mas sinto que tenho mais a reclamar dele do que elogiar. Eu poderia criticar a semelhança com o anterior, mas a ideia é essa mesmo, então não tem porque reclamar, um único ponto nesse sentido seria as animações e barulhos que os inimigos fazem, alguns inimigos fazem literalmente os mesmo sons que inimigos parecidos no Salt and Santuary, alguns fazem até a animação de combate, o inimigo é claramente diferente, mas se porta igual ao do jogo anterior. 

Outro ponto negativo é a dificuldade do jogo, ele em geral muito mais fácil que o Salt and Santuary, os únicos chefes que oferecem algum desafio são os da área extra, e como você pode passar pelo jogo sem nem entrar nela, achei meio desperdiçado. Mas se você explorar o jogo ao todo, você vai conseguir achar algum desafio nela, tanto em mobs normais, quanto em chefes. Até o chefe final que deveria ser o mais difícil ou pelo menos perto disso, você consegue derrotar na primeira tentativa, decepcionante levando em conta o chefe do primeiro jogo, o Nameless God mesmo não tendo uma dificuldade extrema oferece um bom desafio para o jogador.

O farm de magos acho desnecessário, os magos inomináveis e magos fadados, você consegue zerar o jogo sem nem lutar com eles. O incentivo é tão pouco que no máximo você vai lutar contra eles duas vezes para pegar os itens e depois só passa correndo por eles. Poderia ser igual Dark Souls, você ganha a alma e faz um item com ela, os outros, armadura, etc, você consegue de outra forma. Com o dinheiro por exemplo, outra coisa que você nem usa no jogo, quando você morre, acaba nem percebendo que perdeu ele porque nem faz muita diferença.

Mas no geral o jogo é bom, ele é parecido com o Salt and Santuary, mas tem suas diferenças como os magos e mais agilidade na movimentação pelo mapa. Salt and Santuary era bom, e esse jogo é parecido com ele, então não tinha como ficar ruim, mas tem os pontos negativos que foram destacados acima.",1744502690,1744502690,True,0,0,0.5,0,True,False,False,,,False
192606801,76561198208125603,0,17,503,0,460,,1753118964,english,PEAK,1744487925,1744487925,True,0,0,0.473372787237167358,0,True,False,False,,,False
192310364,76561198079311373,268,35,1114,0,1114,,1744137588,english,"It's a good game, but as people have pointed out... it's very much more in the vein of monster hunter, and requires a fair bit of grind.  The hunting system was an interesting addition, but I was never really married with it.   

But for it's price tag, its worth the cost of admission",1744137759,1744137759,True,10,0,0.581819593906402588,0,True,False,False,,,False
192249841,76561198057687629,1046,21,160,0,160,,1716064929,english,I do not recommend this the first game was good play that instead.,1744061831,1744061831,False,2,1,0.492329299449920654,0,True,False,False,,,False
